Time,Flux
354.1545310039728,1829346.8
354.1749640299313,1829217.9
354.1953971561161,1829121.4
354.21583038254175,1829182.8
354.2362635091413,1829151.0
354.2566965360238,1829140.5
354.277129663089,1829162.0
354.2975628903878,1829255.2
354.3179959179106,1829305.4
354.3384290456743,1829284.1
354.35886227361334,1829316.8
354.37929530183465,1829359.8
354.3997284302386,1829309.8
354.42016165887617,1829337.5
354.44059468773776,1829353.5
354.461027816782,1829390.5
354.48146104605985,1829324.8
354.50189407561993,1829303.6
354.52232720536267,1829363.2
354.54276033533824,1829354.6
354.56319356554013,1829393.9
354.5836265959806,1829345.6
354.60405972659646,1829400.1
354.62449295743863,1829381.0
354.6449259885776,1829320.9
354.66535911989195,1829382.1
354.6857923514326,1829301.8
354.70622538315365,1829399.6
354.7266585151665,1829233.0
354.74709174734744,1829259.9
354.7675247798252,1829250.8
354.7879579124783,1829262.5
354.808391045357,1829210.5
354.82882417847577,1829203.9
354.8492573117692,1829205.8
354.86969044534635,1829101.2
354.8901236791062,1829113.6
354.91055671315553,1829160.2
354.930989847373,1829170.2
354.95142298183055,1829120.6
354.97185611652094,1829132.6
354.9922892513787,1829177.9
355.01272238653473,1829109.1
355.0331555218654,1829067.9
355.0535885574791,1828509.0
355.0740216932754,1822458.5
355.09445492930536,1821121.5
355.1148880655019,1820784.1
355.13532110199594,1820887.5
355.15575433872436,1821438.9
355.1761874756194,1823638.6
355.19662051281193,1829051.4
355.21705375018064,1829105.2
355.23748688777414,1829168.4
355.257919925607,1829075.8
355.2783530636734,1829146.5
355.2987863019662,1829076.4
355.3192193404393,1829169.9
355.33965247920423,1829247.4
355.36008571813727,1829214.2
355.3805187573089,1829230.2
355.42138513634563,1829200.1
355.4418182762747,1829236.1
355.46225131631945,1829249.5
355.4826845566495,1829279.2
355.50311769716063,1829269.8
355.52355073796207,1829295.0
355.5439838789316,1829245.6
355.564417120142,1829247.1
355.58485016164195,1829364.1
355.60528330331726,1829221.4
355.6257165451607,1829328.6
355.6461495873009,1829280.6
355.6665827296674,1829311.4
355.6870159722748,1829275.6
355.7074491150561,1829270.8
355.7278821580694,1829290.9
355.748315401368,1829220.5
355.76874854484777,1829223.5
355.7891815885523,1829256.0
355.8096147324977,1829293.1
355.83004787667596,1829174.8
355.85048102107976,1829223.1
355.87091416572366,1829175.6
355.8913473105422,1829197.4
355.9117804556445,1829223.5
355.9322135009279,1829197.6
355.9526467465039,1829042.6
355.97307989224646,1829029.8
355.99351303822914,1828972.6
356.01394618444465,1829023.9
356.0343793308857,1829021.2
356.0548124775669,1828969.6
356.0752455244801,1829155.5
356.09567877156223,1829114.2
356.1161119189419,1829110.2
356.13654496655363,1829176.0
356.15697821433423,1829147.0
356.1774113624124,1829194.5
356.1978444106644,1829132.8
356.2182776591435,1829173.0
356.23871080792014,1829123.2
356.25914385687065,1829221.0
356.27957710604824,1829176.9
356.30001025546517,1829231.4
356.32044340511493,1829204.2
356.34087645493855,1829227.0
356.36130970510567,1829248.5
356.3817428553957,1829256.1
356.40217590591055,1829280.8
356.42260915678344,1829211.0
356.443042307772,1829220.4
356.4634753589926,1829250.0
356.48390861044027,1829257.5
356.5043417621273,1829236.2
356.52477481415553,1829161.0
356.5452079663082,1829223.2
356.5656412186945,1829112.1
356.5860743713056,1829111.5
356.606507424156,1829151.2
356.6269406772408,1829222.0
356.6473737305496,1829067.8
356.66780688409926,1829108.4
356.68824013788253,1829084.9
356.7086731917807,1829060.9
356.7291063460216,1829060.5
356.74953960050334,1829027.5
356.76997265520913,1829035.5
356.7904058101558,1828999.8
356.8108389653353,1828880.0
356.8312721206312,1824216.1
356.85170527626906,1821227.8
356.87213843214704,1820746.0
356.89257158813416,1820706.9
356.9130047444778,1821057.5
356.9334379010543,1822178.9
356.95387115774065,1827916.8
356.974304214782,1828958.4
356.9947373719406,1828981.6
357.01517062944185,1828987.5
357.0356036871817,1829015.4
357.05603684503876,1829032.4
357.0764699032443,1829034.0
357.0969031615605,1829001.0
357.117336320116,1829062.6
357.13776937902,1829093.5
357.1582026380347,1829062.6
357.17863579740515,1829046.2
357.199068956892,1829055.5
357.21950211672083,1829086.8
357.23993527667335,1829098.8
357.26036843696784,1829163.8
357.2808016973868,1829114.6
357.301234758037,1829164.4
357.3216679190373,1829130.4
357.3421009801459,1829059.1
357.3625342414962,1829109.8
357.38296740318765,1829208.5
357.40340046500205,1829139.6
357.4238337270508,1829150.9
357.44426688933163,1829146.9
357.4647000519544,1829179.9
357.4851332147009,1829163.0
357.50556637767295,1829182.4
357.52599944100075,1829129.6
357.5464326044457,1829187.1
357.5668658681243,1829169.1
357.5872989321433,1829136.6
357.6077320962868,1829141.8
357.62816536065657,1829109.1
357.64859842526494,1829124.8
357.6690315902233,1829173.0
357.6894648552916,1829122.0
357.70989792059845,1829104.1
357.7303310861389,1829014.8
357.7507643519057,1829001.9
357.77119741802744,1829052.6
357.7916305842664,1828976.4
357.81206375073816,1828916.2
357.83249701755267,1829017.4
357.85293008448934,1829108.1
357.87336325165234,1829171.2
357.8937965190562,1829040.1
357.9142295868078,1829098.6
357.93466275467654,1829038.4
357.9550960227716,1829039.1
357.9755290911053,1829048.1
357.99596225978166,1829142.1
358.0163955285825,1829082.1
358.03682859761466,1829031.6
358.0572617669968,1829062.0
358.0776949364881,1829079.5
358.0981281062195,1828986.9
358.1185612762929,1829093.8
358.13899444648996,1829037.5
358.1594277169206,1829023.2
358.179860787699,1829065.2
358.2002939585873,1829076.0
358.22072722983285,1829077.9
358.241160301186,1829118.1
358.2615934727801,1829075.4
358.28202674472413,1828983.4
358.3024598167831,1828955.1
358.32289298918477,1829036.2
358.34332616171014,1829002.5
358.3637593345775,1829002.8
358.40462558090803,1828938.8
358.4250588543655,1828980.2
358.44549202816415,1828940.8
358.46592510208575,1828891.8
358.48635837635084,1828921.6
358.50679155085527,1828966.9
358.52722462547536,1828484.4
358.54765780044545,1828746.6
358.56809107552544,1828670.5
358.58852415096044,1826333.2
358.608957326629,1821443.5
358.6293906025239,1820749.2
358.649823678541,1820606.2
358.6702568549081,1820848.1
358.69069013150147,1821608.4
358.7111233083342,1826031.2
358.731556385399,1828942.2
358.7519896625745,1828942.9
358.7724228401057,1828970.2
358.792855917869,1828988.6
358.81328909585864,1828985.0
358.8337223740891,1828940.6
358.8541554525509,1828973.1
358.874588631239,1828986.1
358.895021910168,1829056.8
358.9154549893283,1828953.6
358.9358881687149,1829002.4
358.95632144834235,1829035.4
358.97675452831754,1829059.9
358.99718770840263,1829095.4
359.0176209887286,1828942.1
359.0380541692866,1829098.2
359.05848725018586,1829053.2
359.07892043120955,1829043.2
359.09935371245956,1829039.9
359.11978679406457,1829059.1
359.14021997578675,1829054.8
359.1606532577425,1828972.9
359.18108634003875,1829033.4
359.2015195224594,1828994.9
359.2219528052228,1829011.9
359.2423858882248,1828993.5
359.262819071344,1829080.4
359.2832522548124,1829009.9
359.30368543850636,1829047.1
359.324118622324,1828953.0
359.34455180648365,1828979.4
359.3649849908834,1828993.1
359.38541817551595,1828974.6
359.4058512603806,1828966.8
359.4262845454723,1828963.1
359.44671773080336,1828965.0
359.46715081625007,1828920.8
359.4875841021567,1828825.5
359.50801728818624,1828802.4
359.52845037444786,1828773.9
359.5488835609358,1828766.1
359.5693168476646,1828745.2
359.5897500347346,1828866.5
359.61018312192755,1828953.8
359.63061640935484,1828931.1
359.6510495971306,1829022.1
359.6714826850148,1828897.5
359.691915973257,1829047.6
359.71234916160756,1828950.5
359.7327822503139,1829008.0
359.7532155391382,1828898.6
359.77364872831095,1828983.5
359.7940818177085,1829006.1
359.8145150072305,1829007.2
359.83494829709525,1829014.8
359.85538148719934,1829033.2
359.8758145775355,1828956.0
359.896247868106,1829038.6
359.9166810589013,1829058.6
359.93711414993595,1829027.1
359.9575474411977,1829039.8
359.97798063269875,1829011.6
359.9984137245483,1828965.1
360.0188470165158,1828986.0
360.0392802087081,1828957.0
360.0597133012561,1828970.1
360.08014649392135,1828891.6
360.1005797869293,1828903.1
360.1210128800594,1828953.9
360.14144607353956,1828911.4
360.16187926724524,1828889.6
360.1823124610746,1828880.5
360.20274565525324,1828801.9
360.2231788496574,1828825.6
360.2436120443017,1828807.0
360.2640452391788,1828789.8
360.28447853428224,1828772.0
360.30491162962426,1828745.5
360.32534482519986,1828778.8
360.34577792100026,1827953.2
360.3662112171587,1821872.1
360.3866444134328,1820738.4
360.4070775099317,1820485.1
360.42751080678863,1820620.8
360.4479440037612,1821091.4
360.4683772010758,1823701.8
360.48881039863045,1828688.9
360.50924359630153,1828775.1
360.5296767943146,1828769.9
360.55010999256774,1828712.9
360.5909763897653,1828850.4
360.61140948871616,1828759.8
360.6318427879014,1828842.0
360.65227598731144,1828838.2
360.6727090869608,1828840.8
360.693142386961,1828843.2
360.7135755870695,1828918.6
360.73400878741813,1828945.1
360.754441988116,1828942.9
360.77487518903945,1828937.4
360.7953083900866,1828949.6
360.8157414914822,1828955.2
360.8361747931049,1828924.5
360.8566079949669,1828943.6
360.877041097061,1828950.4
360.8974743993822,1828949.4
360.9179076019427,1828983.8
360.9383407047353,1828934.4
360.958774007755,1828994.2
360.9792072111304,1828927.6
360.9996403146215,1828890.1
361.02007361833967,1828958.2
361.04050672241283,1828893.1
361.0609399267196,1828911.5
361.0813731311355,1828914.9
361.10180643590866,1828890.8
361.12223954091314,1828874.0
361.14267274614394,1828896.9
361.1631060516156,1828911.4
361.1835391573186,1828856.9
361.2039723632479,1828854.4
361.22440566941805,1828875.8
361.24483877593593,1828715.5
361.2652719825637,1828662.8
361.2857052895488,1828645.8
361.30613839664875,1828706.4
361.32657160409144,1828717.6
361.34700481177424,1828676.6
361.38787122771464,1828836.9
361.40830443609593,1828826.8
361.42873774470354,1828839.9
361.44917085366615,1828885.1
361.46960406274593,1828831.9
361.4900373720593,1828828.0
361.5104704817131,1828875.8
361.5309036914914,1828809.0
361.5513370016124,1828805.1
361.5717701118556,1828823.2
361.59220332244877,1828856.5
361.6126365332748,1828881.2
361.63306974432635,1828843.4
361.653502955618,1828809.0
361.67393616714253,1828837.6
361.6943693788926,1828834.6
361.71480259099917,1828886.8
361.73523580322217,1828825.6
361.75566901578713,1828825.4
361.7761022284758,1828901.1
361.7965354415137,1828807.6
361.81696865477716,1828868.4
361.8374018682807,1828847.8
361.8578350820171,1828823.9
361.8782681959783,1828802.1
361.8987015101811,1828815.8
361.91913462461525,1828776.5
361.9395678392757,1828785.5
361.9600011542934,1828785.2
361.9804343694268,1828742.5
362.0008674849014,1828768.9
362.0213008006176,1828728.1
362.0417340165659,1828732.2
362.062167132739,1828692.5
362.0826003490365,1828694.1
362.10303366580047,1828616.0
362.12346678267204,1823446.8
362.1438999997845,1820823.0
362.1643333172469,1820449.1
362.184766434817,1820410.2
362.20519965274434,1820739.8
362.22563297078887,1821997.0
362.24606608917384,1828010.5
362.2664993077997,1828693.0
362.2869326266591,1828663.9
362.30736584574333,1828631.6
362.3277989651833,1828710.4
362.3482321847405,1828745.2
362.3686655046404,1828720.6
362.38909862466244,1828656.9
362.4095318450345,1828768.5
362.4299651656329,1828756.2
362.45039828635345,1828785.5
362.470831507424,1828728.8
362.4912648287209,1828799.9
362.51169795037276,1828788.1
362.5321311721418,1828793.0
362.5525644941372,1828805.6
362.57299761648756,1828750.1
362.5934308390715,1828784.0
362.6138640617646,1828791.6
362.63429728481424,1828733.2
362.6547305080967,1828753.2
362.6751637316047,1828849.4
362.6955969553528,1828822.0
362.7160301794502,1828756.6
362.7364633036559,1828769.8
362.7568966282197,1828827.4
362.77732985289913,1828831.6
362.7977629779198,1828781.5
362.81819630318205,1828816.0
362.8386295286764,1828806.6
362.8590627543963,1828712.9
362.87949588035553,1828780.8
362.89992920666555,1828825.4
362.92036243308394,1828811.4
362.9407955598581,1828765.6
362.9612288867502,1828789.2
362.9816621139835,1828800.6
363.0020952414561,1828688.8
363.0225285691631,1828587.6
363.0429617970949,1828643.1
363.06339492526604,1828620.4
363.0838281537872,1828604.1
363.1042614824182,1828571.6
363.12469461140427,1828682.8
363.1451278406239,1828854.9
363.16556117006985,1828774.8
363.18599439975515,1828760.6
363.2064275296725,1828758.5
363.22686085981695,1828753.5
363.24729409020074,1828717.5
363.267727220933,1828745.0
363.28816055177595,1828726.0
363.30859378297464,1828746.5
363.3290269144054,1828762.2
363.3494601460625,1828687.0
363.36989347796043,1828731.5
363.3903266100897,1828732.6
363.4107598425617,1828751.9
363.4311931751581,1828739.5
363.4516263081023,1828738.6
363.47205954127276,1828743.9
363.4924928745677,1828649.2
363.51292600821034,1828735.8
363.5333592420793,1828733.5
363.55379257630557,1828710.6
363.5742257106467,1828792.4
363.5946589453306,1828656.5
363.6150920801374,1828726.4
363.635525415295,1828607.9
363.65595865067735,1828663.9
363.67639178629906,1828653.0
363.69682512215513,1828607.0
363.717258358236,1828580.5
363.7376915946734,1828558.2
363.7581248312272,1828565.9
363.77855806812295,1828574.9
363.7989913052588,1828517.5
363.81942454262753,1828596.6
363.8398577802218,1828368.2
363.86029101805616,1828256.9
363.880724156239,1825442.1
363.9011574945325,1820962.9
363.9215907331818,1820313.0
363.94202387206315,1820250.5
363.96245721117157,1820885.4
363.98289045051933,1821315.8
364.00332369009993,1826095.6
364.0237569299061,1828527.0
364.04419017006876,1828568.2
364.06462341034785,1828498.4
364.0850566509689,1828592.2
364.1054898918301,1828569.9
364.1259231329241,1828622.4
364.14635627424286,1828643.1
364.1667896158033,1828633.2
364.1872228577122,1828610.2
364.20765599973674,1828693.0
364.2280893421048,1828671.8
364.2485225847122,1828704.6
364.2689557275444,1828674.5
364.2893890706182,1828665.0
364.3098223140405,1828753.0
364.33025545757846,1828736.2
364.3711220454643,1828693.8
364.3915551898099,1828719.1
364.41198843439633,1828725.5
364.4324217793328,1828733.0
364.4528549243769,1828762.2
364.4732881696618,1828762.0
364.4937215152968,1828716.2
364.5141546613886,1828726.2
364.53458790748846,1828725.8
364.5550212538219,1828703.8
364.5754544003794,1828702.6
364.59588764729415,1828730.5
364.6163208943253,1828700.0
364.6367541416985,1828674.8
364.65718738931173,1828659.1
364.6776206371578,1828692.2
364.69805388522946,1828677.8
364.7184871335412,1828622.8
364.7389203822022,1828570.8
364.7593537309731,1828563.8
364.779786880099,1828479.0
364.80022012945847,1828464.4
364.82065347904427,1828472.6
364.84108662886865,1828401.2
364.86151987892663,1828429.2
364.8819531293266,1828525.9
364.9023863798502,1828595.5
364.9228196307231,1828574.2
364.94325288182154,1828615.1
364.9636861331601,1828573.0
364.9841193848479,1828575.6
365.0045526366448,1828655.9
365.024985988799,1828664.8
365.04541914118454,1828672.9
365.0658523937964,1828673.5
365.0862857466491,1828689.5
365.1067188997331,1828722.2
365.1271521530434,1828644.6
365.1475853067095,1828716.4
365.16801866049354,1828630.8
365.1884519146188,1828701.0
365.2088851689841,1828687.6
365.2293184236987,1828722.5
365.24975167852244,1828648.4
365.2701848335855,1828681.0
365.29061818899936,1828585.1
365.311051444638,1828604.4
365.331484600516,1828595.6
365.3519179566283,1827949.1
365.37235121308186,1828596.0
365.39278436965833,1828570.2
365.4132176265848,1828236.0
365.4336509836212,1828462.6
365.4540841410126,1828525.2
365.47451739875396,1828518.9
365.49495075660525,1828537.4
365.5153839146951,1828499.2
365.535817173135,1828480.8
365.5562505318012,1828428.5
365.57668379070674,1828449.5
365.59711694984435,1828454.8
365.6175502093247,1828442.5
365.6379835689295,1827309.0
365.658416728882,1821587.0
365.6788499890681,1820364.9
365.69928334948054,1820117.9
365.71971651013155,1820314.1
365.7401497710089,1820849.1
365.7605831322435,1823916.5
365.781016293593,1828407.0
365.8014495552925,1828419.8
365.8218829172183,1828429.9
365.84231607949914,1828431.0
365.86274934188987,1828424.0
365.8831826045207,1828435.8
365.90361596750154,1828423.6
365.9240491307137,1828488.4
365.94448239415215,1828481.9
365.9649157578315,1828549.6
365.98534892185125,1828509.6
366.0057821861119,1828541.4
366.02621545048896,1828546.4
366.04664871521527,1828519.5
366.06708198028355,1828575.6
366.0875152454755,1828550.8
366.10794851089304,1828620.0
366.1283817766671,1828564.1
366.1488149426732,1828605.4
366.1692483089064,1828606.6
366.1896815753789,1828653.2
366.21011474219995,1828583.5
366.23054810913163,1828626.9
366.2509813764191,1828587.6
366.2714145439386,1828658.2
366.2918479116852,1828675.4
366.3122811796711,1828554.9
366.33271434800554,1828576.8
366.3531477164506,1828581.9
366.37358098525146,1828570.8
366.3940141542844,1828538.8
366.4144474235509,1828525.0
366.4348807931601,1828565.1
366.4553140628923,1828548.1
366.47574723296566,1828556.0
366.49618060328066,1828494.8
366.51661387382774,1828481.2
366.5370470446069,1828356.8
366.5574804157295,1828371.8
366.5779136870915,1828376.0
366.59834685867827,1828338.1
366.6187801305059,1828349.9
366.63921350256715,1828381.6
366.6596466748597,1828509.4
366.68007994749496,1828505.1
366.7005133203711,1828459.6
366.7209464934713,1828572.1
366.7413797668123,1828494.0
366.76181314038695,1828490.5
366.7822464143028,1828536.5
366.802679588458,1828494.8
366.8231129628475,1828515.8
366.84354623746185,1828483.2
366.86397941231553,1828556.0
366.8844126875192,1828502.1
366.9048459628393,1828502.0
366.9252792385014,1828549.8
366.94571251440357,1828563.9
366.9661457906477,1828541.4
366.98657906701555,1828571.6
367.00701234373264,1828479.1
367.02744562068256,1828515.2
367.047878897858,1828519.5
367.0683121752736,1828472.2
367.08874545291474,1828497.9
367.1091787309124,1828480.2
367.1296120091429,1828493.6
367.15004518760543,1828496.6
367.17047856629506,1828434.6
367.19091184534045,1828437.8
367.2113450245015,1828402.8
367.23177840400604,1828381.4
367.2522116837499,1828438.6
367.2726448637259,1828329.2
367.2930782440453,1828371.0
367.3135115246041,1828367.0
367.3543780862965,1828330.0
367.3748113676702,1828366.8
367.3952446491603,1828182.1
367.4156778309916,1822616.1
367.4361112130646,1820461.9
367.4565444952459,1819994.9
367.4769776778994,1820122.5
367.49741106067086,1820471.5
367.5178443437908,1821900.9
367.5382775271355,1827875.6
367.55871091072186,1828247.8
367.579144194533,1828281.5
367.5995773785835,1828329.5
367.62001076298475,1828330.0
367.6404440476181,1828271.9
367.66087733247696,1828347.1
367.6813105175752,1828349.5
367.7017439030169,1828361.1
367.7221770885808,1828374.0
367.7426103744947,1828444.2
367.7630437606422,1828362.4
367.7834770471309,1828418.8
367.8039102337425,1828408.0
367.8243436206976,1828495.8
367.8447768078913,1828408.2
367.8652100953186,1828493.9
367.88564338297874,1828442.0
367.90607667098084,1828457.9
367.9265099591066,1828426.6
367.9469432475744,1828443.4
367.96737653639866,1828423.9
367.98780982533935,1828452.9
368.0082431146293,1828388.5
368.02867650402914,1828481.1
368.0491096939004,1828464.2
368.06954298388155,1828453.8
368.08997637410357,1828467.0
368.1104095646733,1828475.2
368.13084285547666,1828480.9
368.15127614650555,1828448.0
368.17170943777455,1828455.4
368.1921427293855,1828487.2
368.2125760211202,1828453.2
368.2330093132041,1828392.4
368.25344260552083,1828127.5
368.27387589817954,1828195.4
368.2943092909627,1828168.2
368.3147424840863,1828104.8
368.3351757774508,1828151.9
368.35560917104885,1828090.5
368.37604236499465,1828206.4
368.39647565905034,1828184.5
368.4169088534618,1828316.9
368.4373422481003,1828269.8
368.4577755430946,1828264.2
368.47820873820456,1828278.0
368.49864213366527,1828288.0
368.5190754293508,1828287.0
368.5395087252764,1828247.6
368.559942021544,1828288.4
368.58037531793525,1828313.1
368.600808514675,1828192.5
368.6212419116491,1828292.9
368.641675208848,1828265.2
368.66210850640346,1828375.8
368.68254170419095,1828312.2
368.7029751022055,1828265.6
368.7234083004587,1828422.6
368.74384159894544,1828319.9
368.7642749977749,1828364.0
368.784708196843,1828349.4
368.80514149614464,1828320.1
368.8255748956726,1828343.8
368.8460080955556,1828358.9
368.86644139555574,1828320.8
368.88687469589786,1828231.6
368.90730809648085,1828237.1
368.92774129741156,1828274.2
368.94817459845217,1828234.1
368.96860799985006,1828274.6
368.98904120147927,1828180.8
369.0094745034512,1828204.6
369.0299079055476,1828136.4
369.0503411079917,1828168.0
369.0707744106621,1828093.9
369.0912078135734,1828161.1
369.11164101683244,1828139.0
369.13207432020135,1828083.9
369.1525076239268,1827990.9
369.17294102787855,1824626.6
369.1933742321853,1820537.4
369.21380753660924,1819944.9
369.2342409413832,1819862.6
369.25467414638115,1820106.1
369.2751074517364,1821004.0
369.29554085720156,1826144.2
369.3159740630217,1828151.8
369.33640736907546,1828168.2
369.3568407753628,1828156.5
369.3772739819906,1828164.0
369.3977072887428,1828252.0
369.4181405958443,1828210.4
369.43857390317135,1828158.9
369.4590072108549,1828199.0
369.4794405186549,1828181.1
369.49987382679683,1828219.6
369.5203071351789,1828236.4
369.5407404439102,1828125.5
369.5611737527506,1828235.4
369.5816070619476,1828246.5
369.6020402713766,1828227.8
369.6224736810327,1828186.2
369.6429069910446,1828185.0
369.6633402012885,1828255.1
369.6837735117588,1828275.4
369.7042069224699,1828272.1
369.7246402334131,1828164.9
369.7450734446975,1828213.5
369.7655068562235,1828257.2
369.78594016797433,1828301.9
369.8063733799645,1828270.5
369.82680679230543,1828227.9
369.84724010487844,1828239.5
369.86767331767624,1828328.9
369.8881066308313,1828257.1
369.9085400440963,1828253.9
369.9289732577163,1828252.6
369.94940657156985,1828280.1
369.969839985657,1828274.5
369.99027320008463,1828286.6
370.0107065147531,1828288.2
370.0311399296479,1828240.2
370.05157324478205,1828234.9
370.0720064602647,1828044.5
370.09243987586524,1828086.0
370.112873191807,1828035.9
370.13330640810454,1828043.2
370.15373972451926,1828020.1
370.1741731412767,1828096.2
370.1946063582727,1828224.0
370.21503967550234,1828210.0
370.2354730930747,1828206.4
370.2559063108856,1828254.2
370.27633962893015,1828173.9
370.296773047201,1828201.1
370.33763958456984,1828219.4
370.35807290365483,1828220.5
370.3785062229799,1828170.8
370.39893954265426,1828256.9
370.41937286243774,1828333.8
370.43980618257774,1828296.8
370.460239503067,1828318.2
370.4806727236646,1828267.6
370.5011061446203,1828306.5
370.521539465808,1828259.8
370.54197268722055,1828213.2
370.5624061089911,1828285.6
370.58283943087736,1828268.1
370.60327275310556,1828212.1
370.62370607557386,1828218.0
370.6441393983914,1828205.0
370.6645727214345,1828227.1
370.685005944717,1828171.0
370.7054393682338,1828137.1
370.7258726919754,1828099.1
370.74630591607274,1827882.8
370.76673934040446,1827866.6
370.78717266496096,1828051.9
370.80760588987323,1828059.2
370.82803931501985,1827781.5
370.84847264039126,1828006.6
370.868905866002,1828045.6
370.88933929184714,1828007.6
370.90977261803346,1828032.2
370.9302059444599,1826530.9
370.9506391711184,1820754.4
370.9710725981204,1819875.6
370.9915059253617,1819782.8
371.0119391528351,1819887.5
371.0323725805356,1820586.0
371.05280590859184,1823984.8
371.07323913676373,1828104.8
371.0936725652791,1828099.9
371.11410589415027,1828106.1
371.1345391232535,1828088.8
371.1549724524666,1828123.8
371.175405882037,1828168.8
371.19583911195514,1828219.1
371.21627244198316,1828169.5
371.2367057723677,1828101.0
371.2571391029851,1828062.6
371.29800586514466,1828154.1
371.3184390965762,1828149.8
371.338872428234,1828118.0
371.35930586013274,1828193.1
371.37973909237917,1828239.9
371.4001724248519,1828176.8
371.420605657564,1828208.5
371.4410390906269,1828221.2
371.4614724237981,1828200.5
371.4819057573259,1828194.4
371.5023390912029,1828196.9
371.52277242518903,1828263.4
371.5432057595317,1828239.0
371.5636390941072,1828247.0
371.5840724290247,1828189.8
371.60450576406583,1828211.1
371.6249391994497,1828246.0
371.6453724350722,1828211.8
371.6658057710447,1828200.8
371.6862390071328,1828189.1
371.70667244356446,1828184.0
371.72710578023543,1828203.9
371.7475390172549,1828196.9
371.76797245450143,1828210.4
371.7884057919873,1828128.6
371.80883912970603,1828118.9
371.8292724677667,1827991.4
371.8497058059511,1827923.8
371.8701391446011,1827926.9
371.8905724833603,1827923.0
371.9110058223596,1827919.4
371.9314391617081,1827999.8
371.95187240139785,1828143.5
371.9723058412128,1828080.8
371.99273918137624,1828094.0
372.01317242176447,1828044.2
372.0336058623943,1828136.4
372.05403920325625,1828108.5
372.0744724444594,1828029.6
372.09490588590415,1828142.0
372.11533912769664,1828118.4
372.13577246959903,1828107.6
372.1562059118587,1828125.0
372.17663925435045,1828172.1
372.1970724971834,1828119.4
372.2175058401408,1828171.9
372.2379392834482,1828133.8
372.25837252709607,1828135.1
372.2788058708684,1828108.5
372.2992393149907,1828223.5
372.31967255933705,1828197.1
372.34010590392427,1828134.5
372.3605393488615,1828166.0
372.38097259402275,1828114.4
372.4014059394249,1828117.9
372.42183928505983,1828148.8
372.4422727310375,1828109.1
372.4627059772538,1828107.8
372.48313932370365,1828074.4
372.50357277049625,1828065.2
372.5240060175274,1827962.9
372.5444393647922,1827930.5
372.5648728122833,1827959.5
372.58530606012937,1828015.4
372.60573940820905,1827996.6
372.62617285651504,1827903.4
372.64660610517603,1827946.5
372.6670394539542,1827939.6
372.68747280307434,1827668.6
372.707906152551,1821773.6
372.7283395021441,1819959.5
372.7487728520791,1819704.5
372.76920630225504,1819684.4
372.7896395527787,1820209.5
372.8100729034122,1821954.4
372.8305062545187,1827760.8
372.8509396057416,1827890.8
372.87137295719003,1827950.6
372.891806308995,1827895.2
372.9122396610328,1827957.1
372.93267301341257,1827921.9
372.9531062660317,1827943.8
372.97353971888515,1827967.8
372.99397297196265,1827981.5
373.014406325281,1827986.1
373.0348397789494,1827956.0
373.05527313284256,1827999.9
373.0757063870915,1828007.0
